Seq		Group	Sub Group	Doc	AGK	Codey	Tab Name	Tab Nbr	Ret Value	Man Ret Value	Open	Close	Show	Special	SpecCol1	SpecCol2	Help
918	Command	3D		GetObjectWorldZ( objID )			3D	3	1								
919	Command	3D		GetObjectX( objID )			3D	3	1								
920	Command	3D		GetObjectY( objID )			3D	3	1								
921	Command	3D		GetObjectZ( objID )			3D	3	1								
922	Command	3D		GetPointLightExists( lightID )			3D	3	2	2							
923	Command	3D		GetScreenXFrom3D( x, y, z )			3D	3	1								
924	Command	3D		GetScreenYFrom3D( x, y, z )			3D	3	1								
925	Command	3D		GetShaderExists( shaderID )			3D	3	2	2							
926	Command	3D		GetShadowMappingMode()			3D	3	1								
927	Command	3D		GetShadowMappingSupported()			3D	3	1								
928	Command	3D		GetSupportedShaderVaryings()			3D	3	1								
929	Command	3D		InstanceObject( objID )			3D	3	1	1							
930	Command	3D		LoadFullScreenShader( szPixelFile )			3D	3	1	1							
931	Command	3D		LoadObject( szFilename, height )			3D	3	1	1							
932	Command	3D		LoadObjectWithChildren( objID, szFilename )			3D	3	1	1							
933	Command	3D		LoadShader( shaderID, szVertexFile, szPixelFile )			3D	3	1	1							
934	Command	3D		LoadShaderFromString( shaderID, szVertexSource, szPixelSource)			3D	3	1	1							
935	Command	3D Physics		Add3DPhysicsRagDollBone( startBoneID, endBoneID, diameter, collisionGroup, collisionMask )			3D	3	0								
936	Command	3D Physics		Add3DPhysicsRagDollHingeJoint( boneAID, boneBID, objBoneID, jointRotationVec3, minLimit, maxLimit )			3D	3	0								
937	Command	3D Physics		Add3DPhysicsRagDollTwistJoint( boneAID, boneBID, objBoneID, jointRotationVec3, limitsVec3 )			3D	3	0								
938	Command	3D Physics		AddObjectShapeBox( objID, positionVec3, rotationVec3, sizeVec3 )			3D	3	0								
939	Command	3D Physics		AddObjectShapeCapsule( objID, positionVec3, rotationVec3, sizeVec3, axis )			3D	3	0								
940	Command	3D Physics		AddObjectShapeCone( objID, positionVec3, rotationVec3, sizeVec3, axis)			3D	3	0								
941	Command	3D Physics		AddObjectShapeCylinder( objID, positionVec3, rotationVec3, sizeVec3, axis)			3D	3	0								
942	Command	3D Physics		AddObjectShapeSphere( objID, positionVec3, diameter )			3D	3	0								
943	Command	3D Physics		AssignTo3DPhysicsRagDollBoneObjectBone( ragdollBoneID, objBoneID )			3D	3	0								
944	Command	3D Physics		Create3DPhysics6DOFJoint( objA, objB, positionVec3, rotationVec3 )			3D	3	1	1							
945	Command	3D Physics		Create3DPhysicsCharacterController( objID, axis, objOffsetVec3, objOrientationVec3, crouchScale )			3D	3	1	1							
946	Command	3D Physics		Create3DPhysicsConeTwistJoint( objA, objB, positionVec3, rotationVec3, disableCollisions )			3D	3	1	1							
947	Command	3D Physics		Create3DPhysicsDynamicBody( objID )			3D	3	1	1							
948	Command	3D Physics		Create3DPhysicsFixedJoint( objA, objB, positionVec3 )			3D	3	1	1							
949	Command	3D Physics		Create3DPhysicsHingeJoint( objA, objB, positionVec3, rotationVec3, disableCollisions )			3D	3	1	1							
950	Command	3D Physics		Create3DPhysicsKinematicBody( objID )			3D	3	1	1							
951	Command	3D Physics		Create3DPhysicsPickJoint( objID, positionVec3 )			3D	3	1	1							
952	Command	3D Physics		Create3DPhysicsRagDoll( objID, objTotalWeight )			3D	3	1	1							
953	Command	3D Physics		Create3DPhysicsRay()			3D	3	1	1							
954	Command	3D Physics		Create3DPhysicsSliderJoint( objA, objB, positionVec3, rotationVec3)			3D	3	1	1							
955	Command	3D Physics		Create3DPhysicsStaticBody( objID )			3D	3	1	1							
956	Command	3D Physics		Create3DPhysicsStaticPlane( normalX, normalY, normalZ, offsetPosition )			3D	3	1	1							
957	Command	3D Physics		Create3DPhysicsWorld( scaleFactor )			3D	3	1	1							
958	Command	3D Physics		Crouch3DPhysicsCharacterController( objID )			3D	3	0								
959	Command	3D Physics		Debug3DPhysicsCharacterController( objID, isDebug )			3D	3	0								
960	Command	3D Physics		Debug3DPhysicsWorld()			3D	3	0								
961	Command	3D Physics		Delete3DPhysicsBody( objID )			3D	3	0								
962	Command	3D Physics		Delete3DPhysicsCharacterController( objID )			3D	3	0								
963	Command	3D Physics		Delete3DPhysicsJoint( jointID )			3D	3	0								
964	Command	3D Physics		Delete3DPhysicsPickJoint( jointID )			3D	3	0								
965	Command	3D Physics		Delete3DPhysicsRagdoll( objID )			3D	3	0								
966	Command	3D Physics		Delete3DPhysicsRay( rayID )			3D	3	0								
967	Command	3D Physics		Delete3DPhysicsStaticPlane( planeID )			3D	3	0								
968	Command	3D Physics		Delete3DPhysicsWorld()			3D	3	0								
969	Command	3D Physics		Finalize3DPhysicsRagDoll()			3D	3	0								
970	Command	3D Physics		Get3DPhysicsActiveObjects()			3D	3	1								
971	Command	3D Physics		Get3DPhysicsCharacterControllerExists( objID )			3D	3	1								
972	Command	3D Physics		Get3DPhysicsCharacterControllerGravity( objID )			3D	3	1								
973	Command	3D Physics		Get3DPhysicsCharacterControllerMaxSlope( objID )			3D	3	1								
974	Command	3D Physics		Get3DPhysicsJointEnabled( jointID )			3D	3	2	2							
975	Command	3D Physics		Get3DPhysicsJointPositionVector( jointID )			3D	3	1								
976	Command	3D Physics		Get3DPhysicsJointRotationVector( jointID )			3D	3	1								
977	Command	3D Physics		Get3DPhysicsRagdollExist( objID )			3D	3	2	2							
978	Command	3D Physics		Get3DPhysicsRagdollFromBoneObject( objID )			3D	3	1								
979	Command	3D Physics		Get3DPhysicsRayCastClosestContactPosition( rayID, outVec3ID )			3D	3	1								
980	Command	3D Physics		Get3DPhysicsRayCastClosestObjectHit( rayID )			3D	3	2	2							
981	Command	3D Physics		Get3DPhysicsRayCastContactPosition( rayID, fractionIndex, outVec3ID )			3D	3	1								
982	Command	3D Physics		Get3DPhysicsRayCastFraction( rayID )			3D	3	1								
983	Command	3D Physics		Get3DPhysicsRayCastNormalVector( rayID, returnVec3ID )			3D	3	1								
984	Command	3D Physics		Get3DPhysicsRayCastNumHits( rayID )			3D	3	1								
985	Command	3D Physics		Get3DPhysicsRayCastObjectHit( rayID, fractionIndex )			3D	3	2	2							
986	Command	3D Physics		Get3DPhysicsTotalJoints()			3D	3	1								
987	Command	3D Physics		Get3DPhysicsTotalObjects()			3D	3	1								
988	Command	3D Physics		GetObject3DPhysicsAngularDamp( objID )			3D	3	1								
989	Command	3D Physics		GetObject3DPhysicsAngularSleepingThreshold( objID )			3D	3	1								
990	Command	3D Physics		GetObject3DPhysicsAngularVelocityX( objID )			3D	3	1								
991	Command	3D Physics		GetObject3DPhysicsAngularVelocityY( objID )			3D	3	1								
992	Command	3D Physics		GetObject3DPhysicsAngularVelocityZ( objID )			3D	3	1								
993	Command	3D Physics		GetObject3DPhysicsContactObjectB()			3D	3	1								
994	Command	3D Physics		GetObject3DPhysicsContactVector(int outPosVec3)			3D	3	1								
995	Command	3D Physics		GetObject3DPhysicsContactX()			3D	3	1								
996	Command	3D Physics		GetObject3DPhysicsContactY()			3D	3	1								
997	Command	3D Physics		GetObject3DPhysicsContactZ()			3D	3	1								
998	Command	3D Physics		GetObject3DPhysicsFirstContact( objID )			3D	3	1								
999	Command	3D Physics		GetObject3DPhysicsFriction( objID )			3D	3	1								
1000	Command	3D Physics		GetObject3DPhysicsGroup( objID )			3D	3	1								
1001	Command	3D Physics		GetObject3DPhysicsLinearDamp( objID )			3D	3	1								
1002	Command	3D Physics		GetObject3DPhysicsLinearSleepingThreshold( objID )			3D	3	1								
1003	Command	3D Physics		GetObject3DPhysicsLinearVelocityX( objID )			3D	3	1								
1004	Command	3D Physics		GetObject3DPhysicsLinearVelocityY( objID )			3D	3	1								
1005	Command	3D Physics		GetObject3DPhysicsLinearVelocityZ( objID )			3D	3	1								
1006	Command	3D Physics		GetObject3DPhysicsMask( objID )			3D	3	1								
1007	Command	3D Physics		GetObject3DPhysicsMass( objID )			3D	3	1								
1008	Command	3D Physics		GetObject3DPhysicsNextContact()			3D	3	1								
1009	Command	3D Physics		GetObject3DPhysicsRestitution( objID )			3D	3	1								
1010	Command	3D Physics		GetObject3DPhysicsRollingFriction( objID )			3D	3	1								
1011	Command	3D Physics		GetObjects3DPhysicsContactPositionVector( objA, objB, outPosVec3 )			3D	3	1								
1012	Command	3D Physics		Is3dPhysicsRagdollStatic( objID )			3D	3	1	1							
1013	Command	3D Physics		Jump3DPhysicsCharacterController( objID )			3D	3	0								
1014	Command	3D Physics		LoadObjectShape( objID, fileName )			3D	3	1	1							
1015	Command	3D Physics		Move3DPhysicsCharacterController( objID, x, z, velocity )			3D	3	0								
1016	Command	3D Physics		Ray3DPhysicsExist( rayID )			3D	3	2	2							
1017	Command	3D Physics		RayCast3DPhysics( rayID, fromVec3ID, toVec3ID,  allOrClosest ) 			3D	3	0								
1018	Command	3D Physics		RayCast3DPhysicsObject( objID, rayID, fromVec3ID, toVec3ID, allOrClosest )			3D	3	0								
1019	Command	3D Physics		Reset3DPhysicsWorld()			3D	3	0								
1020	Command	3D Physics		Rotate3DPhysicsCharacterController( objID, angle )			3D	3	0								
1021	Command	3D Physics		SaveObjectShape( objID, fileName )			3D	3	0								
1022	Command	3D Physics		Set3DPhysicsCharacterControllerFallSpeed( objID, fallSpeed )			3D	3	0								
1023	Command	3D Physics		Set3DPhysicsCharacterControllerGravity( objID, gravity )			3D	3	0								
1024	Command	3D Physics		Set3DPhysicsCharacterControllerJumpSpeed( objID, jumpSpeed )			3D	3	0								
1025	Command	3D Physics		Set3DPhysicsCharacterControllerMaxSlope( objID, maxSlopeDegress )			3D	3	0								
1026	Command	3D Physics		Set3DPhysicsCharacterControllerPosition( objID, posX, posY, posZ )			3D	3	0								
1027	Command	3D Physics		Set3DPhysicsCharacterControllerStepHeight( objID, stepHeight )			3D	3	0								
1028	Command	3D Physics		Set3DPhysicsGravity( x, y, z )			3D	3	0								
1029	Command	3D Physics		Set3DPhysicsHingeJointMaxMotorImpulse( jointID, maxImpulse )			3D	3	0								
1030	Command	3D Physics		Set3DPhysicsHingeJointMotorIsEnabled( jointID, isEnabled )			3D	3	0								
1031	Command	3D Physics		Set3DPhysicsHingeJointMotorVelocity( jointID, targetVelocity )			3D	3	0								
1032	Command	3D Physics		Set3DPhysicsJointBreakingThreshold( jointID, breakThreshold )			3D	3	0								
1033	Command	3D Physics		Set3DPhysicsJointConeTwistLimits( jointID, swingSpan1, swingSpan2, twistSpan )			3D	3	0								
1034	Command	3D Physics		Set3DPhysicsJointEnabled( jointID, isEnabled )			3D	3	0								
1035	Command	3D Physics		Set3DPhysicsJointHingeLimits( jointID, minAng, maxAng )			3D	3	0								
1036	Command	3D Physics		Set3DPhysicsJointSliderAngularLimits( jointID, lowerLimit, upperLimit )			3D	3	0								
1037	Command	3D Physics		Set3DPhysicsJointSliderLinearLimits( jointID, lowerLimit, upperLimit )			3D	3	0								
1038	Command	3D Physics		Set3DPhysicsRagdollBonesVisible( objID, isVisible )			3D	3	0								
1039	Command	3D Physics		Set3DPhysicsRagdollDamping( linear, angular )			3D	3	0								
1040	Command	3D Physics		Set3DPhysicsRagdollDeactivation( objID, isDisabled )			3D	3	0								
1041	Command	3D Physics		Set3DPhysicsRagdollDeactivationTime( time )			3D	3	0								
1042	Command	3D Physics		Set3DPhysicsRagdollSleepingThresholds( linear, angular )			3D	3	0								
1043	Command	3D Physics		Set3DphysicsRagdollStatic( objID, isStatic )			3D	3	0								
1044	Command	3D Physics		Set3DPhysicsSliderJointMaxLinearMotorForce( jointID, maxLinearForce )			3D	3	0								
1045	Command	3D Physics		Set3DPhysicsSliderJointPoweredLinearMotorIsEnabled( jointID, isEnabled )			3D	3	0								
1046	Command	3D Physics		Set3DPhysicsSliderJointTargetLinearMotorVelocity( jointID, linearMotorVelocity )			3D	3	0								
1047	Command	3D Physics		Set3DPhysicsStaticPlanePosition( planeID, posX, posY, posZ )			3D	3	0								
1048	Command	3D Physics		Set3DPhysicsStaticPlaneRotation( planeID, angX, angY, angZ )			3D	3	0								
1049	Command	3D Physics		Set3DPhysicsTwistJointMaxMotorImpulse( jointID, maxImpulse )			3D	3	0								
1050	Command	3D Physics		Set3DPhysicsTwistJointMotorIsEnabled( jointID, isEnabled )			3D	3	0								
1051	Command	3D Physics		Set3DPhysicsTwistJointMotorRotationTarget( jointID, rotationVec3ID )			3D	3	0								
1052	Command	3D Physics		SetObject3DPhysicsAngularVelocity( objID, angX, angY, angZ, initialSpeed )			3D	3	0								
1053	Command	3D Physics		SetObject3DPhysicsAnisotropicFriction( objID, type )			3D	3	0								
1054	Command	3D Physics		SetObject3DPhysicsCanSleep( objID, canSleep )			3D	3	0								
1055	Command	3D Physics		SetObject3DPhysicsDamping( objID, linearDamp, angularDamp )			3D	3	0								
1056	Command	3D Physics		SetObject3DPhysicsDeactivationTime( objID, time )			3D	3	0								
1057	Command	3D Physics		SetObject3DPhysicsFriction( objID, friction )			3D	3	0								
1058	Command	3D Physics		SetObject3DPhysicsGroupAndMask( objID, group, mask )			3D	3	0								
1059	Command	3D Physics		SetObject3DPhysicsLinearVelocity( objID, dirX, dirY, dirZ, initialSpeed )			3D	3	0								
1060	Command	3D Physics		SetObject3DPhysicsMass( objID, mass )			3D	3	0								
1061	Command	3D Physics		SetObject3DPhysicsMaxLinearVelocity( objID, maxLinearVelocity )			3D	3	0								
1062	Command	3D Physics		SetObject3DPhysicsRestitution( objID, friction)			3D	3	0								
1063	Command	3D Physics		SetObject3DPhysicsRollingFriction( objID, friction )			3D	3	0								
1064	Command	3D Physics		SetObject3DPhysicsSleepingThreshold( objID, angular, linear )			3D	3	0								
1065	Command	3D Physics		SetObjectShapeBox( objID, sizeX, sizeY, sizeZ )			3D	3	0								
1066	Command	3D Physics		SetObjectShapeCapsule( objID, axis, sizeX, sizeY, sizeZ )			3D	3	0								
1067	Command	3D Physics		SetObjectShapeCompound( objID )			3D	3	0								
1068	Command	3D Physics		SetObjectShapeCone( objID, axis, height, diameter )			3D	3	0								
1069	Command	3D Physics		SetObjectShapeConvexHull( objID )			3D	3	0								
1070	Command	3D Physics		SetObjectShapeCylinder( objID, axis )			3D	3	0								
1071	Command	3D Physics		SetObjectShapeSphere( objID )			3D	3	0								
1072	Command	3D Physics		SetObjectShapeStaticPolygon( objID )			3D	3	0								
1073	Command	3D Physics		SphereCast3DPhysics( rayID, fromVec3ID, toVec3ID, radius )			3D	3	0								
1074	Command	3D Physics		SphereCast3DPhysicsObject( objID, rayID, fromVec3ID, toVec3ID, radius )			3D	3	0								
1075	Command	3D Physics		Stand3DPhysicsCharacterController( objID )			3D	3	0								
1076	Command	3D Physics		Step3DPhysicsWorld()			3D	3	0								
1077	Command	3D Physics		Update3DPhysicsPickJoint( jointID, positionVec3 )			3D	3	0								
1078	Command	3D Particles		Add3DParticlesColorKeyFrame( ID, time, red, green, blue, alpha )			3D	3	0								
1079	Command	3D Particles		Add3DParticlesForce( ID, starttime, endtime, x, y, z )			3D	3	0								
1080	Command	3D Particles		Add3DParticlesScaleKeyFrame( ID, time, scale )			3D	3	0								
1081	Command	3D Particles		Clear3DParticlesColors( ID )			3D	3	0								
1082	Command	3D Particles		Clear3DParticlesForces( ID )			3D	3	0								
1083	Command	3D Particles		Clear3DParticlesScales( ID )			3D	3	0								
1084	Command	3D Particles		Create3DParticles( x, y, z )			3D	3	1	1							
1085	Command	3D Particles		Delete3DParticles( ID )			3D	3	0								
1086	Command	3D Particles		Draw3DParticles( ID )			3D	3	0								
1087	Command	3D Particles		Get3DParticlesActive( ID )			3D	3	1								
1088	Command	3D Particles		Get3DParticlesDirectionRange1( ID )			3D	3	1								
1089	Command	3D Particles		Get3DParticlesDirectionRange2( ID )			3D	3	1								
1090	Command	3D Particles		Get3DParticlesDirectionX( ID )			3D	3	1								
1091	Command	3D Particles		Get3DParticlesDirectionY( ID )			3D	3	1								
1092	Command	3D Particles		Get3DParticlesDirectionZ( ID )			3D	3	1								
1093	Command	3D Particles		Get3DParticlesExists( ID )			3D	3	1								
1094	Command	3D Particles		Get3DParticlesFrequency( ID )			3D	3	1								
1095	Command	3D Particles		Get3DParticlesLife( ID )			3D	3	1								
1096	Command	3D Particles		Get3DParticlesMaxReached( ID )			3D	3	1								
1097	Command	3D Particles		Get3DParticlesSize( ID )			3D	3	1								
1098	Command	3D Particles		Get3DParticlesVisible( ID )			3D	3	1								
1099	Command	3D Particles		Get3DParticlesX( ID )			3D	3	1								
1100	Command	3D Particles		Get3DParticlesY( ID )			3D	3	1								
1101	Command	3D Particles		Get3DParticlesZ( ID )			3D	3	1								
1102	Command	3D Particles		Offset3DParticles( ID, x, y, z )			3D	3	0								
1103	Command	3D Particles		Reset3DParticleCount( ID )			3D	3	0								
1104	Command	3D Particles		Set3DParticlesActive( ID, active )			3D	3	0								
1105	Command	3D Particles		Set3DParticlesColorInterpolation( ID, mode )			3D	3	0								
1106	Command	3D Particles		Set3DParticlesDirection( ID, vx, vy, vz, roll )			3D	3	0								
1107	Command	3D Particles		Set3DParticlesDirectionRange( ID, angle1, angle2 )			3D	3	0								
1108	Command	3D Particles		Set3DParticlesFrequency( ID, freq )			3D	3	0								
1109	Command	3D Particles		Set3DParticlesImage( ID, imageID )			3D	3	0								
1110	Command	3D Particles		Set3DParticlesLife( ID, time )			3D	3	0								
1111	Command	3D Particles		Set3DParticlesMax( ID, max )			3D	3	0								
1112	Command	3D Particles		Set3DParticlesPosition( ID, x, y, z )			3D	3	0								
1113	Command	3D Particles		Set3DParticlesSize( ID, size )			3D	3	0								
1114	Command	3D Particles		Set3DParticlesStartZone( ID, x1, y1, z1, x2, y2, z2 )			3D	3	0								
1115	Command	3D Particles		Set3DParticlesTransparency( ID, mode )			3D	3	0								
1116	Command	3D Particles		Set3DParticlesVelocityRange( ID, v1, v2 )			3D	3	0								
1117	Command	3D Particles		Set3DParticlesVisible( ID, visible )			3D	3	0								
1118	Command	3D Particles		Update3DParticles( ID, time ) 			3D	3	0								
1119	Command	Maths		CreateVector3( x, y, z )			3D	3	1	1							
1120	Command	Maths		DeleteVector3( vectorID )			3D	3	0								
1121	Command	Maths		GetVector3Add( resultVec, addVec )			3D	3	1								
1122	Command	Maths		GetVector3Cross( resultVec, vectorU, vectorV )			3D	3	1								
1123	Command	Maths		GetVector3Distance( vectorU, vectorV )			3D	3	1								
1124	Command	Maths		GetVector3Dot( vectorU, vectorV )			3D	3	1								
1125	Command	Maths		GetVector3Length( vectorID )			3D	3	1								
1126	Command	Maths		GetVector3Multiply( resultVec, multiplier )			3D	3	1								
1127	Command	Maths		GetVector3X( vectorID )			3D	3	1								
1128	Command	Maths		GetVector3Y( vectorID )			3D	3	1								
1129	Command	Maths		GetVector3Z( vectorID )			3D	3	1								
1130	Command	Maths		SetVector3( vectorID, x, y, z )			3D	3	0								
1131	Command	Text		CreateText( string )			Text	4	1	1							
1132	Command	Text		DeleteText( iTextIndex )			Text	4	0								
1133	Command	Text		DrawText( iTextIndex )			Text	4	0								
1134	Command	Text		FixTextToScreen( iTextIndex, mode )			Text	4	0								
1135	Command	Text		GetTextAlignment( iTextIndex )			Text	4	1								
1136	Command	Text		GetTextCharAngle( iTextIndex, iCharIndex )			Text	4	1								
1137	Command	Text		GetTextCharAngleRad( iTextIndex, iCharIndex )			Text	4	1								
1138	Command	Text		GetTextCharColorAlpha( iTextIndex, iCharIndex )			Text	4	1								
1139	Command	Text		GetTextCharColorBlue( iTextIndex, iCharIndex )			Text	4	1								
1140	Command	Text		GetTextCharColorGreen( iTextIndex, iCharIndex )			Text	4	1								
1141	Command	Text		GetTextCharColorRed( iTextIndex, iCharIndex )			Text	4	1								
1142	Command	Text		GetTextCharX( iTextIndex, iCharIndex )			Text	4	1								
1143	Command	Text		GetTextCharY( iTextIndex, iCharIndex )			Text	4	1								
1144	Command	Text		GetTextColorAlpha( iTextIndex )			Text	4	1								
1145	Command	Text		GetTextColorBlue( iTextIndex )			Text	4	1								
1146	Command	Text		GetTextColorGreen( iTextIndex )			Text	4	1								
1147	Command	Text		GetTextColorRed( iTextIndex )			Text	4	1								
1148	Command	Text		GetTextDepth( iTextIndex )			Text	4	1								
1149	Command	Text		GetTextExists( iTextIndex )			Text	4	2	2							
1150	Command	Text		GetTextHitTest( iTextIndex, x, y )			Text	4	2	2							
1151	Command	Text		GetTextLength( iTextIndex )			Text	4	1								
1152	Command	Text		GetTextLineSpacing( iTextIndex )			Text	4	1								
1153	Command	Text		GetTextSize( iTextIndex )			Text	4	1								
1154	Command	Text		GetTextSpacing( iTextIndex )			Text	4	1								
1155	Command	Text		GetTextString( iTextIndex )			Text	4	1								
1156	Command	Text		GetTextTotalHeight( iTextIndex )			Text	4	1								
1157	Command	Text		GetTextTotalWidth( iTextIndex )			Text	4	1								
1158	Command	Text		GetTextVisible( iTextIndex )			Text	4	2	2							
1159	Command	Text		GetTextX( iTextIndex )			Text	4	1								
1160	Command	Text		GetTextY( iTextIndex )			Text	4	1								
1161	Command	Text		Print( i )			Text	4	0				X				
1162	Command	Text		SetPrintSpacing( fSpacing )			Text	4	0								
1163	Command	Text		SetTextAlignment( iTextIndex, iMode )			Text	4	0								
1164	Command	Text		SetTextAngle( iTextIndex, fAngle )			Text	4	0								
1165	Command	Text		SetTextAngleRad( iTextIndex, fAngleRad )			Text	4	0								
1166	Command	Text		SetTextBold( iTextIndex, bold )			Text	4	0								
1167	Command	Text		SetTextCharAngle( iTextIndex, iCharIndex, angle )			Text	4	0								
1168	Command	Text		SetTextCharAngleRad( iTextIndex, iCharIndex, angle )			Text	4	0								
1169	Command	Text		SetTextCharBold( iTextIndex, iCharIndex, bold )			Text	4	0								
1170	Command	Text		SetTextCharColor( iTextIndex, iCharIndex, red, green, blue, alpha )			Text	4	0								
1171	Command	Text		SetTextCharColorAlpha( iTextIndex, iCharIndex, alpha )			Text	4	0								
1172	Command	Text		SetTextCharColorBlue( iTextIndex, iCharIndex, blue )			Text	4	0								
1173	Command	Text		SetTextCharColorGreen( iTextIndex, iCharIndex, green )			Text	4	0								
1174	Command	Text		SetTextCharColorRed( iTextIndex, iCharIndex, red )			Text	4	0								
1175	Command	Text		SetTextCharPosition( iTextIndex, iCharIndex, x, y )			Text	4	0								
1176	Command	Text		SetTextCharX( iTextIndex, iCharIndex, x )			Text	4	0								
1177	Command	Text		SetTextCharY( iTextIndex, iCharIndex, y )			Text	4	0								
1178	Command	Text		SetTextColor( iTextIndex, iRed, iGreen, iBlue, iAlpha )			Text	4	0								
1179	Command	Text		SetTextColorAlpha( iTextIndex, iAlpha )			Text	4	0								
1180	Command	Text		SetTextColorBlue( iTextIndex, iBlue )			Text	4	0								
1181	Command	Text		SetTextColorGreen( iTextIndex, iGreen )			Text	4	0								
1182	Command	Text		SetTextColorRed( iTextIndex, iRed )			Text	4	0								
1183	Command	Text		SetTextDefaultExtendedFontImage( iImageID )			Text	4	0								
1184	Command	Text		SetTextDefaultFontImage( iImageID )			Text	4	0								
1185	Command	Text		SetTextDefaultMagFilter( mode )			Text	4	0								
1186	Command	Text		SetTextDefaultMinFilter( mode )			Text	4	0								
1187	Command	Text		SetTextDepth( iTextIndex, iDepth )			Text	4	0								
1188	Command	Text		SetTextExtendedFontImage( iTextIndex, iImageID )			Text	4	0								
1189	Command	Text		SetTextFont( iTextIndex, iFontID )			Text	4	0								
1190	Command	Text		SetTextFontImage( iTextIndex, iImageID )			Text	4	0								
1191	Command	Text		SetTextLineSpacing( iTextIndex, fSpacing )			Text	4	0								
1192	Command	Text		SetTextMaxWidth( iTextIndex, width )			Text	4	0								
1193	Command	Text		SetTextPosition( iTextIndex, fX, fY )			Text	4	0								
1194	Command	Text		SetTextScissor( iTextIndex, x, y, x2, y2 )			Text	4	0								
1195	Command	Text		SetTextSize( iTextIndex, fSize )			Text	4	0								
1196	Command	Text		SetTextSpacing( iTextIndex, fSpacing )			Text	4	0								
1197	Command	Text		SetTextString( iTextIndex, string )			Text	4	0								
1198	Command	Text		SetTextTransparency( iTextIndex, mode )			Text	4	0								
1199	Command	Text		SetTextVisible( iTextIndex, bVisible )			Text	4	0								
1200	Command	Text		SetTextX( iTextIndex, fX )			Text	4	0								
1201	Command	Text		SetTextY( iTextIndex, fY )			Text	4	0								
1202	Command	Text		UseNewDefaultFonts( mode )			Text	4	0								
1203	Command	Fonts		DeleteFont( iFontID )			Text	4	0								
1204	Command	Fonts		GetFontExists( iFontID )			Text	4	1								
1205	Command	Fonts		GetSystemFontExists( szFontFile )			Text	4	1								
1206	Command	Fonts		LoadFont( iFontID, szFontFile )			Text	4	1	1							
1207	Command	Input		AddVirtualButton( index, x, y, size )			Input	5	0								
1208	Command	Input		AddVirtualJoystick( index, x, y, size )			Input	5	0								
1209	Command	Input		CreateEditBox()			Input	5	1	1							
1210	Command	Input		DeleteEditBox( index )			Input	5	0								
1211	Command	Input		DeleteVirtualButton( index )			Input	5	0								
1212	Command	Input		DeleteVirtualJoystick( index )			Input	5	0								
1213	Command	Input		FixEditBoxToScreen( index, fix )			Input	5	0								
1214	Command	Input		GetButtonPressed( index )			Input	5	1								
1215	Command	Input		GetButtonReleased( index )			Input	5	1								
1216	Command	Input		GetButtonState( index )			Input	5	1								
1217	Command	Input		GetCurrentEditBox()			Input	5	1								
1218	Command	Input		GetDirectionAngle()			Input	5	1								
1219	Command	Input		GetDirectionSpeed()			Input	5	1								
1220	Command	Input		GetDirectionX()			Input	5	1								
1221	Command	Input		GetDirectionY()			Input	5	1								
1222	Command	Input		GetEditBoxActive( index )			Input	5	2	2							
1223	Command	Input		GetEditBoxChanged( index )			Input	5	2	2							
1224	Command	Input		GetEditBoxCursorPosition( index )			Input	5	1								
1225	Command	Input		GetEditBoxDepth(UINT index)			Input	5	1								
1226	Command	Input		GetEditBoxExists( index )			Input	5	2	2							
1227	Command	Input		GetEditBoxHasFocus( index )			Input	5	2	2							
1228	Command	Input		GetEditBoxHeight( index )			Input	5	1								
1229	Command	Input		GetEditBoxLines( index )			Input	5	1								
1230	Command	Input		GetEditBoxText( index )			Input	5	1								
1231	Command	Input		GetEditBoxVisible( index )			Input	5	2	2							
1232	Command	Input		GetEditBoxWidth( index )			Input	5	1								
1233	Command	Input		GetEditBoxX( index )			Input	5	1								
1234	Command	Input		GetEditBoxY( index )			Input	5	1								
1235	Command	Input		GetJoystickX()			Input	5	1								
1236	Command	Input		GetJoystickY()			Input	5	1								
1237	Command	Input					Input	5	0								
1238	Command	Input		GetPointerPressed()	S:in.ptrPressed	S:ptr pressed	Input	5	2	2							
1239	Command	Input		GetPointerReleased()	S:in.ptrReleased	S:ptr released	Input	5	2	2							
1240	Command	Input		GetPointerState()	S:in.ptrHeld	S:ptr held	Input	5	2	2							
1241	Command	Input		GetPointerX()	S:in.ptrX	S:ptr x	Input	5	1								
1242	Command	Input		GetPointerY()	S:in.ptrY	S:ptr y	Input	5	1								
1243	Command	Input		GetTextInput()	S:_agkGetVarPressed(,N:1,S:)	S:var pressed ,V:	Input	5	2	2							
1244	Command	Input		GetTextInputCancelled()	S:_agkGetVarHeld(,N:1,S:)	S:var held ,V:	Input	5	2	2							
1245	Command	Input		GetTextInputCompleted()	S:_agkGetVarReleased(,N:1,S:)	S:var released ,V:	Input	5	1								
1246	Command	Input		GetTextInputState()			Input	5	1								
1247	Command	Input		GetVirtualButtonExists( index )			Input	5	2	2							
1248	Command	Input		GetVirtualButtonPressed( index )			Input	5	2	2							
1249	Command	Input		GetVirtualButtonReleased( index )			Input	5	2	2							
1250	Command	Input		GetVirtualButtonState( index )			Input	5	1								
1251	Command	Input		GetVirtualJoystickExists( index )			Input	5	1								
1252	Command	Input		GetVirtualJoystickX( index )			Input	5	1								
1253	Command	Input		GetVirtualJoystickY( index )			Input	5	1								
1254	Command	Input		SetButtonScreenPosition( index, x, y, size )			Input	5	0								
